"identificativo_rete";"H_data";"H_norm"
1145;0;0
1146;1;1
1147;0,946394630357186;0,75
1149;0,946394630357186;0,75
1150;0,630929753571457;0,999999999999999
1152;1;1
1153;1;1
1154;0;0
1155;0;0
1156;1,57713393348237;0,675513812839553
1158;1,4206198357143;0,87104906425515
1159;0,789690082142847;0,484196257020611
1161;1,46497352071793;1
1162;0;0
1163;1,26185950714291;0,999999999999996
1164;0,630929753571457;0,999999999999999
1166;0,630929753571457;0,999999999999999
1169;1,46497352071793;1
1170;0;0
1171;0,511859507142915;0,405639062229567
1172;1;1
1173;0,511859507142915;0,405639062229567
1174;0,630929753571457;0,999999999999999
1175;0,579380164285695;0,355245321275764
1176;0,630929753571457;0,999999999999999
1178;0,630929753571457;0,5
1179;1;1
1180;0,622365972874449;0,311182986437224
1181;0,789690082142847;0,484196257020611
1183;0,944275187271553;0,374160190546715
1184;1;1
1185;0,946394630357186;0,75
1186;0,85279248849004;0,42639624424502
1188;1,17834579059217;0,539867266318995
1189;0,630929753571457;0,5
1190;1,21030991785715;0,742098128510304
1192;0;0
1194;0,511859507142915;0,405639062229567
1196;1;1
1197;0;0
1198;0;0
1199;0,511859507142915;0,405639062229567
1200;1;1
1201;0;0
1202;0,960229717860761;0,655458753541285
1203;0;0
1204;1,26185950714291;0,999999999999996
1205;1,46497352071793;1
1207;0,410118486306518;0,251462998580061
1209;1,57938016428569;0,789690082142845
1211;1,21260161928934;0,82772937677064
1212;1,49590327428938;0,7137272471682
1213;1,4107124614063;0,796453035938271
